id,work,address,salary,request,nation,descripe,city,salary_low,salary_high,diploma,class,class_name,class_name_english,diploma_english,work_english
2095,Java,广州,10k-15k,经验1-3年 / 大专,移动互联网 / 成长型(A轮),“五险一金.良好团队氛围.舒适办公环境.”,广州,10,15, 大专, 成长型(A轮), 成长型,CZX,DZ,java
2096,Java,唐山-路北区,6k-10k,经验3-5年 / 大专,"移动互联网,医疗健康 / 上市公司",“五险一金 双休 法定假 年终奖 晋升”,唐山,6,10, 大专, 上市公司, 上市公司,SHGS,DZ,java
2097,Java开发,上海-八佰伴,15k-20k,经验5-10年 / 本科,"移动互联网,O2O / 成长型(B轮)",“周末双休 五险一金 补充医疗”,上海,15,20, 本科, 成长型(B轮), 成长型,CZX,BK,java
2098,Java开发,杭州-东新路,20k-40k,经验3-5年 / 不限,"移动互联网,电子商务 / 成熟型(C轮)",“阿里系投资C轮 火箭发展期 晋升空间”,杭州,20,40, 不限, 成熟型(C轮), 成熟型,CSX,QT,java
2099,Java开发,杭州-江干区,8k-16k,经验3-5年 / 本科,"金融,数据服务 / 成长型(A轮)",“高于市场薪酬、股票期权、行业发展前景”,杭州,8,16, 本科, 成长型(A轮), 成长型,CZX,BK,java
2100,Java开发,西安-高新技…,11k-20k,经验5-10年 / 本科,"移动互联网,数据服务 / 成熟型(C轮)",“年底双薪，灵活上班制，不加班”,西安,11,20, 本科, 成熟型(C轮), 成熟型,CSX,BK,java
2101,Java开发,杭州-仓前,15k-25k,经验1-3年 / 本科,电子商务 / 成长型(B轮),“GEEK文化，Family式管理，项目奖金”,杭州,15,25, 本科, 成长型(B轮), 成长型,CZX,BK,java
2102,Java开发,杭州-长河,15k-25k,经验3-5年 / 大专,"移动互联网,数据服务 / 成熟型(C轮)",“五险一金 补充商业保险 年度旅游 工会活动”,杭州,15,25, 大专, 成熟型(C轮), 成熟型,CSX,DZ,java
2103,Java开发,北京,15k-20k,经验3-5年 / 不限,教育 / 成长型(A轮),“福利待遇优厚 技术成就感”,北京,15,20, 不限, 成长型(A轮), 成长型,CZX,QT,java
2104,Java开发,厦门-莲前,5k-10k,经验1-3年 / 大专,"O2O,医疗健康 / 初创型(天使轮)","“福利好,7天年假,机遇大,期权”",厦门,5,10, 大专, 初创型(天使轮), 初创型,CCX,DZ,java
2105,Java开发,杭州-潮鸣,8k-10k,经验1-3年 / 本科,其他 / 初创型(未融资),"“发展空间大,弹性工作,五险一金,绩效奖金”",杭州,8,10, 本科, 初创型(未融资), 初创型,CCX,BK,java
2106,Java开发,北京,15k-25k,经验3-5年 / 本科,"移动互联网,金融 / 成长型(A轮)",“五险一金 年底双薪 期权奖励 免费晚餐”,北京,15,25, 本科, 成长型(A轮), 成长型,CZX,BK,java
2107,Java开发,北京-五道口,12k-24k,经验3-5年 / 本科,"移动互联网,硬件 / 成长型(B轮)",“五险一金+14薪，技术大牛团队，咖啡零食。”,北京,12,24, 本科, 成长型(B轮), 成长型,CZX,BK,java
2108,Java开发,广州-珠江新…,10k-15k,经验1-3年 / 大专,"企业服务,金融 / 成熟型(不需要融资)",“五险一金，年终奖”,广州,10,15, 大专, 成熟型(不需要融资), 成熟型,CSX,DZ,java
2109,Java开发,杭州,8k-16k,经验1-3年 / 大专,"移动互联网,金融 / 成长型(不需要融资)","“环境好,福利好,妹子多”",杭州,8,16, 大专, 成长型(不需要融资), 成长型,CZX,DZ,java
2110,Java开发,北京-管庄,15k-30k,经验3-5年 / 本科,O2O / 初创型(未融资),“温馨的工作氛围，领导nice， 双休”,北京,15,30, 本科, 初创型(未融资), 初创型,CCX,BK,java
2111,Java开发,上海-世纪公…,6k-12k,经验1-3年 / 本科,"企业服务,金融 / 上市公司",“外资银行办公环境好，加班少，福利好”,上海,6,12, 本科, 上市公司, 上市公司,SHGS,BK,java
2112,Java,北京,13k-25k,经验3-5年 / 本科,金融 / 成长型(A轮),“五险一金、免费班车、节日福利、居住证”,北京,13,25, 本科, 成长型(A轮), 成长型,CZX,BK,java
2113,Java,北京,14k-20k,经验3-5年 / 不限,教育 / 成长型(A轮),“福利待遇优厚 提供技术管理机会”,北京,14,20, 不限, 成长型(A轮), 成长型,CZX,QT,java
2114,Java,北京-双榆树,10k-18k,经验3-5年 / 大专,"移动互联网,企业服务 / 成长型(不需要融资)",“五险一金+定期体检+带薪年假”,北京,10,18, 大专, 成长型(不需要融资), 成长型,CZX,DZ,java
2115,Java,杭州-西湖区,12k-18k,经验3-5年 / 本科,"移动互联网,文化娱乐 / 成长型(A轮)","“双休,股权”",杭州,12,18, 本科, 成长型(A轮), 成长型,CZX,BK,java
2116,Java,杭州-近江,11k-18k,经验1-3年 / 大专,"移动互联网,金融 / 初创型(天使轮)",“五险一金 双休”,杭州,11,18, 大专, 初创型(天使轮), 初创型,CCX,DZ,java
2117,Java,北京,15k-25k,经验3-5年 / 本科,"移动互联网,游戏 / 成长型(A轮)",“五险一金 扁平化管理 零食畅吃 萌妹子多”,北京,15,25, 本科, 成长型(A轮), 成长型,CZX,BK,java
2118,Java,上海-松江区,12k-20k,经验3-5年 / 本科,"数据服务,硬件 / 成熟型(D轮及以上)",“五险一金+餐补+房补+免费班车”,上海,12,20, 本科, 成熟型(D轮及以上), 成熟型,CSX,BK,java
2119,Java,青岛-湛山,7k-12k,经验3-5年 / 本科,"电子商务,企业服务 / 成长型(A轮)",“海景办公；初创团队，无限晋升空间！”,青岛,7,12, 本科, 成长型(A轮), 成长型,CZX,BK,java
2120,Java,杭州-三墩,6k-8k,经验不限 / 大专,"移动互联网,其他 / 初创型(不需要融资)",“绩效奖金，年底分红，五险一金，交通补助”,杭州,6,8, 大专, 初创型(不需要融资), 初创型,CCX,DZ,java
2121,Java,东莞-东莞市…,6k-8k,经验1-3年 / 大专,移动互联网 / 初创型(未融资),"“高手如云,行业交流”",东莞,6,8, 大专, 初创型(未融资), 初创型,CCX,DZ,java
2122,Java,上海-六里,13k-15k,经验3-5年 / 大专,"电子商务,分类信息 / 初创型(未融资)",“员工旅游、年终奖金、股票期权、弹性工作等”,上海,13,15, 大专, 初创型(未融资), 初创型,CCX,DZ,java
2123,Java,北京-北苑,20k-30k,经验5-10年 / 本科,游戏 / 成熟型(不需要融资),“年底14薪 带薪年假”,北京,20,30, 本科, 成熟型(不需要融资), 成熟型,CSX,BK,java
2124,Java,上海-世纪公…,15k-30k,经验3-5年 / 本科,"移动互联网,金融 / 成长型(B轮)",“期权+社保+公积金+补充医疗”,上海,15,30, 本科, 成长型(B轮), 成长型,CZX,BK,java
2125,Java,上海-外滩,13k-25k,经验3-5年 / 本科,金融 / 成长型(A轮),“公司发展快 互联网氛围 薪资福利好”,上海,13,25, 本科, 成长型(A轮), 成长型,CZX,BK,java
2126,Java,北京-双井,22k-30k,经验5-10年 / 本科,"电子商务,旅游 / 上市公司",“出国培训，不加班，跨境电商，14薪”,北京,22,30, 本科, 上市公司, 上市公司,SHGS,BK,java
2127,Java,上海-漕宝路,15k-30k,经验3-5年 / 大专,生活服务 / 成长型(A轮),“完善的晋升体系，晋升空间大”,上海,15,30, 大专, 成长型(A轮), 成长型,CZX,DZ,java
2128,Java,杭州-翠苑,10k-20k,经验1-3年 / 不限,移动互联网 / 成熟型(C轮),"“全球轮训,带薪年假,年底双薪,五险一金”",杭州,10,20, 不限, 成熟型(C轮), 成熟型,CSX,QT,java
2129,Java,北京-北京站,13k-25k,经验不限 / 本科,金融 / 成熟型(不需要融资),“公司规模大 高管阵容豪华 团队综合素质高”,北京,13,25, 本科, 成熟型(不需要融资), 成熟型,CSX,BK,java
2130,Java,北京-大屯,15k-25k,经验3-5年 / 不限,"移动互联网,文化娱乐 / 成长型(A轮)",“弹性工作，期权福利，14-16薪”,北京,15,25, 不限, 成长型(A轮), 成长型,CZX,QT,java
2131,Java,上海-新闸路,15k-25k,经验3-5年 / 本科,"移动互联网,电子商务 / 成长型(B轮)",“技术分享、期权、15薪”,上海,15,25, 本科, 成长型(B轮), 成长型,CZX,BK,java
2132,Java,西安-高新技…,9k-15k,经验5-10年 / 本科,"电子商务,数据服务 / 上市公司","“外企文化,弹性制度,年假多,额外医疗”",西安,9,15, 本科, 上市公司, 上市公司,SHGS,BK,java
2133,Java,长沙-银盆岭,8k-12k,经验3-5年 / 不限,电子商务 / 上市公司,“五险一金、绩效奖金、带薪假期、绩效奖金”,长沙,8,12, 不限, 上市公司, 上市公司,SHGS,QT,java
2134,Java,广州,12k-18k,经验3-5年 / 大专,"企业服务,金融 / 成熟型(不需要融资)",“五险一金，双休，大型地产互联网项目”,广州,12,18, 大专, 成熟型(不需要融资), 成熟型,CSX,DZ,java
2135,Java,上海-金沙江…,20k-30k,经验3-5年 / 本科,"电子商务,旅游 / 上市公司",“上市公司、待遇优厚”,上海,20,30, 本科, 上市公司, 上市公司,SHGS,BK,java
2136,Java,广州-锦城花…,12k-18k,经验3-5年 / 本科,企业服务 / 初创型(未融资),“福利待遇好”,广州,12,18, 本科, 初创型(未融资), 初创型,CCX,BK,java
2137,Java,北京,10k-20k,经验3-5年 / 本科,"移动互联网,数据服务 / 初创型(未融资)",“高薪+项目提成”,北京,10,20, 本科, 初创型(未融资), 初创型,CCX,BK,java
2138,Java,北京,30k-40k,经验3-5年 / 本科,移动互联网 / 成长型(不需要融资),“五险一金，项目奖金，年底双薪”,北京,30,40, 本科, 成长型(不需要融资), 成长型,CZX,BK,java
2139,Java,杭州,8k-15k,经验3-5年 / 大专,"移动互联网,数据服务 / 初创型(未融资)",“心有多大位置就有多高，上市公司”,杭州,8,15, 大专, 初创型(未融资), 初创型,CCX,DZ,java
2140,Java,北京-广渠门,14k-22k,经验3-5年 / 本科,O2O / 成熟型(不需要融资),“14薪，免费水果咖啡，各种补助”,北京,14,22, 本科, 成熟型(不需要融资), 成熟型,CSX,BK,java
2141,Java,杭州-萧山区,10k-15k,经验3-5年 / 本科,"移动互联网,电子商务 / 初创型(未融资)",“前景看好，团队年轻，空间无限，工作环境佳”,杭州,10,15, 本科, 初创型(未融资), 初创型,CCX,BK,java
2142,Java,北京-东直门,15k-30k,经验3-5年 / 本科,"数据服务,其他 / 成长型(不需要融资)",“六险一金，带薪年假，绩效奖金”,北京,15,30, 本科, 成长型(不需要融资), 成长型,CZX,BK,java
2143,Java,广州-天河区,8k-15k,经验1-3年 / 本科,"移动互联网,企业服务 / 初创型(天使轮)",“福利优厚 弹性上班”,广州,8,15, 本科, 初创型(天使轮), 初创型,CCX,BK,java
2144,Java,深圳-笋岗,13k-26k,经验不限 / 本科,金融 / 成熟型(不需要融资),“500强，互联网金融领域，薪酬待遇福利好”,深圳,13,26, 本科, 成熟型(不需要融资), 成熟型,CSX,BK,java
2145,Java,北京-大屯,15k-30k,经验5-10年 / 本科,"移动互联网,医疗健康 / 初创型(天使轮)",“五险一金”,北京,15,30, 本科, 初创型(天使轮), 初创型,CCX,BK,java
2146,Java,广州-棠下,8k-15k,经验1-3年 / 本科,移动互联网 / 上市公司,“五险一金，双休，餐补”,广州,8,15, 本科, 上市公司, 上市公司,SHGS,BK,java
2147,Java,武汉-友谊大…,10k-15k,经验不限 / 不限,移动互联网 / 初创型(未融资),“高薪聘请”,武汉,10,15, 不限, 初创型(未融资), 初创型,CCX,QT,java
2148,Java,广州-元岗,10k-15k,经验3-5年 / 本科,其他 / 上市公司,“与众不同的企业文化，欢迎独一无二的你！”,广州,10,15, 本科, 上市公司, 上市公司,SHGS,BK,java
2149,Java,长沙-麓谷,7k-14k,经验3-5年 / 大专,电子商务 / 初创型(未融资),“扁平管理美女多多弹性工作年底双薪绩效奖金”,长沙,7,14, 大专, 初创型(未融资), 初创型,CCX,DZ,java
2150,Java,杭州-西湖,20k-40k,经验5-10年 / 大专,移动互联网 / 成长型(不需要融资),“期权、股票、五险一金”,杭州,20,40, 大专, 成长型(不需要融资), 成长型,CZX,DZ,java
2151,Java,杭州-古墩路,12k-18k,经验1-3年 / 不限,"移动互联网,硬件 / 成长型(A轮)",“精英团队 产品优秀 五险一金 弹性工作”,杭州,12,18, 不限, 成长型(A轮), 成长型,CZX,QT,java
2152,Java,杭州-长河,12k-20k,经验1-3年 / 大专,"金融,移动互联网 / 成熟型(不需要融资)",“13-15薪、美女鼓励师、高大上环境”,杭州,12,20, 大专, 成熟型(不需要融资), 成熟型,CSX,DZ,java
2153,Java,北京-广安门,12k-20k,经验3-5年 / 本科,金融 / 成长型(不需要融资),“五险一金、补充医疗、各种补贴、领导Nice”,北京,12,20, 本科, 成长型(不需要融资), 成长型,CZX,BK,java
2154,Java,北京-大望路,15k-30k,经验3-5年 / 本科,"移动互联网,金融 / 成熟型(不需要融资)","“超牛团队,六险一金,弹性工作,晋升空间”",北京,15,30, 本科, 成熟型(不需要融资), 成熟型,CSX,BK,java
2155,Java,北京-广渠门,15k-30k,经验3-5年 / 本科,O2O / 成熟型(不需要融资),“14薪，免费水果咖啡，各种补助”,北京,15,30, 本科, 成熟型(不需要融资), 成熟型,CSX,BK,java
2156,Java,深圳-南头,15k-25k,经验3-5年 / 本科,"移动互联网,电子商务 / 成长型(不需要融资)",“梦想boss 弹性工作”,深圳,15,25, 本科, 成长型(不需要融资), 成长型,CZX,BK,java
2157,Java,杭州-余杭区,10k-20k,经验1-3年 / 大专,"移动互联网,其他 / 成长型(A轮)",“五险一金 福利齐全 股票期权 发展前景可观”,杭州,10,20, 大专, 成长型(A轮), 成长型,CZX,DZ,java
2158,Java,上海,15k-20k,经验3-5年 / 本科,"移动互联网,金融 / 成长型(不需要融资)",“股权激励，行业精英团队，免费下午茶。”,上海,15,20, 本科, 成长型(不需要融资), 成长型,CZX,BK,java
2159,Java,杭州-四季青,15k-28k,经验5-10年 / 本科,"移动互联网,招聘 / 初创型(天使轮)","“产品强,领导好,牛人多,股权激励”",杭州,15,28, 本科, 初创型(天使轮), 初创型,CCX,BK,java
2160,Java,广州-龙归,8k-15k,经验不限 / 本科,"移动互联网,企业服务 / 成熟型(不需要融资)",“自主产品研发，进步成长快，食宿无忧”,广州,8,15, 本科, 成熟型(不需要融资), 成熟型,CSX,BK,java
2161,Java,上海-东外滩,15k-20k,经验3-5年 / 大专,"企业服务,电子商务 / 初创型(天使轮)",“成长快、核心团队、期权、年终奖”,上海,15,20, 大专, 初创型(天使轮), 初创型,CCX,DZ,java
2162,Java,深圳-科技园,15k-25k,经验3-5年 / 本科,移动互联网 / 上市公司,“云计算方向 期权 领导好 扁平化管理”,深圳,15,25, 本科, 上市公司, 上市公司,SHGS,BK,java
2163,Java,北京,15k-30k,经验3-5年 / 本科,数据服务 / 成长型(A轮),“七险一金、免费早餐、带薪病假、弹性工作制”,北京,15,30, 本科, 成长型(A轮), 成长型,CZX,BK,java
2164,Java,北京-马甸,25k-35k,经验5-10年 / 本科,"电子商务,O2O / 成熟型(C轮)",“健身房 游戏厅 14薪 随时接触高并发”,北京,25,35, 本科, 成熟型(C轮), 成熟型,CSX,BK,java
2165,Java,广州-大学城,7k-9k,经验1-3年 / 本科,"移动互联网,生活服务 / 成长型(不需要融资)",“开发人才孵化地 培训 晋升”,广州,7,9, 本科, 成长型(不需要融资), 成长型,CZX,BK,java
2166,Java,上海-东方路,8k-15k,经验1-3年 / 本科,"企业服务,金融 / 上市公司",“福利好，待遇佳”,上海,8,15, 本科, 上市公司, 上市公司,SHGS,BK,java
2167,Java,深圳-科技园,8k-15k,经验1-3年 / 本科,"移动互联网,游戏 / 成长型(A轮)",“★精品海外手游 ★鹅厂大神指导”,深圳,8,15, 本科, 成长型(A轮), 成长型,CZX,BK,java
2168,Java,杭州-翠苑,10k-20k,经验3-5年 / 不限,移动互联网 / 上市公司,“五险一金，妹子多，福利好”,杭州,10,20, 不限, 上市公司, 上市公司,SHGS,QT,java
2169,Java,北京-燕莎,30k-45k,经验5-10年 / 本科,"企业服务,数据服务 / 上市公司","“美国轮岗,全员持股,超多年假,丰盛午餐”",北京,30,45, 本科, 上市公司, 上市公司,SHGS,BK,java
2170,Java,上海-东方路,15k-20k,经验1-3年 / 本科,金融 / 初创型(未融资),“环境好，薪资佳”,上海,15,20, 本科, 初创型(未融资), 初创型,CCX,BK,java
2171,Java,北京-望京,20k-40k,经验3-5年 / 本科,"移动互联网,O2O / 成熟型(D轮及以上)",“O2O，技术控”,北京,20,40, 本科, 成熟型(D轮及以上), 成熟型,CSX,BK,java
2172,Java,广州-沙河,8k-15k,经验3-5年 / 大专,"企业服务,金融 / 成熟型(不需要融资)",“带薪年假 年终奖 集团大型互联网项目”,广州,8,15, 大专, 成熟型(不需要融资), 成熟型,CSX,DZ,java
2173,Java,武汉-鲁巷,8k-12k,经验1-3年 / 本科,数据服务 / 初创型(天使轮),“奖金 补助 旅游 年休 五险一金”,武汉,8,12, 本科, 初创型(天使轮), 初创型,CCX,BK,java
2174,Java,杭州-河坊街,8k-12k,经验3-5年 / 本科,金融 / 成长型(B轮),“福利待遇好，发展空间大”,杭州,8,12, 本科, 成长型(B轮), 成长型,CZX,BK,java
2175,Java,天津-南开区,5k-10k,经验1-3年 / 大专,"移动互联网,电子商务 / 初创型(天使轮)","“五险一金,带薪年假,法定节假日”",天津,5,10, 大专, 初创型(天使轮), 初创型,CCX,DZ,java
2176,Java,北京,15k-30k,经验3-5年 / 本科,移动互联网 / 成熟型(D轮及以上),“带薪年假、六险一金、租房补贴”,北京,15,30, 本科, 成熟型(D轮及以上), 成熟型,CSX,BK,java
2177,Java,上海-古北,8k-15k,经验3-5年 / 大专,"企业服务,金融 / 成熟型(D轮及以上)",“五险一金、项目奖金、股权分配、双休”,上海,8,15, 大专, 成熟型(D轮及以上), 成熟型,CSX,DZ,java
2178,Java,杭州-仓前,8k-15k,经验1-3年 / 不限,电子商务 / 成长型(B轮),“GEEK文化，Family式管理，项目奖金”,杭州,8,15, 不限, 成长型(B轮), 成长型,CZX,QT,java
2179,Java,北京,30k-40k,经验3-5年 / 本科,"移动互联网,其他 / 成长型(不需要融资)",“五险一金，项目奖金，年底双薪等”,北京,30,40, 本科, 成长型(不需要融资), 成长型,CZX,BK,java
2180,Java,石家庄-广安,6k-10k,经验3-5年 / 大专,其他 / 成长型(不需要融资),“团队70%均≥5年工龄，很稳定。非外包公司。”,石家庄,6,10, 大专, 成长型(不需要融资), 成长型,CZX,DZ,java
2181,Java,上海-龙华,18k-35k,经验3-5年 / 大专,"移动互联网,电子商务 / 成长型(A轮)",“团队靠谱、技术牛人多、薪资有竞争力”,上海,18,35, 大专, 成长型(A轮), 成长型,CZX,DZ,java
2182,前端开发,杭州-仓前,20k-35k,经验3-5年 / 本科,"移动互联网,企业服务 / 上市公司",“上市公司，极牛汇集，持续的股权激励政策！”,杭州,20,35, 本科, 上市公司, 上市公司,SHGS,BK,qdkf
2183,前端开发,上海,15k-20k,经验1-3年 / 本科,"移动互联网,企业服务 / 成熟型(D轮及以上)",“工作日美味三餐、半年调薪 、国外旅游”,上海,15,20, 本科, 成熟型(D轮及以上), 成熟型,CSX,BK,qdkf
2184,前端开发,杭州-长河,12k-17k,经验3-5年 / 大专,"移动互联网,数据服务 / 成熟型(C轮)",“五险一金 补充商业保险 年度旅游 工会活动”,杭州,12,17, 大专, 成熟型(C轮), 成熟型,CSX,DZ,qdkf
2185,前端开发,宁波,8k-12k,经验1-3年 / 大专,"移动互联网,电子商务 / 成长型(A轮)",“团队务实，野蛮生长”,宁波,8,12, 大专, 成长型(A轮), 成长型,CZX,DZ,qdkf
2186,前端开发,广州-天河区,8k-15k,经验1-3年 / 本科,"移动互联网,企业服务 / 初创型(天使轮)",“发展前景，待遇优厚，福利齐全”,广州,8,15, 本科, 初创型(天使轮), 初创型,CCX,BK,qdkf
2187,前端开发,厦门-软件园,8k-16k,经验1-3年 / 本科,移动互联网 / 成熟型(不需要融资),“半山海景办公室，六险一金大礼包”,厦门,8,16, 本科, 成熟型(不需要融资), 成熟型,CSX,BK,qdkf
2188,前端开发,南京-江东,9k-18k,经验1-3年 / 本科,"移动互联网,教育 / 成长型(不需要融资)","“餐补,通讯补贴 ,补充医疗保险,定期体检”",南京,9,18, 本科, 成长型(不需要融资), 成长型,CZX,BK,qdkf
2189,前端开发,杭州-西湖区,10k-20k,经验1-3年 / 本科,移动互联网 / 成长型(A轮),“创业团队，你将有更多的机会挑战自己”,杭州,10,20, 本科, 成长型(A轮), 成长型,CZX,BK,qdkf
2190,前端开发,上海-世纪公…,15k-30k,经验3-5年 / 不限,"移动互联网,O2O / 成长型(A轮)","“奔向IPO,极客氛围,扁平式管理,新技术尝鲜”",上海,15,30, 不限, 成长型(A轮), 成长型,CZX,QT,qdkf
2191,前端开发,杭州,10k-15k,经验1-3年 / 大专,"移动互联网,O2O / 初创型(未融资)",“双休+期权+弹性工作+高速成长+不打卡”,杭州,10,15, 大专, 初创型(未融资), 初创型,CCX,DZ,qdkf
2192,前端开发,深圳-科技园,8k-15k,经验1-3年 / 本科,"移动互联网,游戏 / 成长型(A轮)",“★精品海外手游 ★鹅厂大神指导”,深圳,8,15, 本科, 成长型(A轮), 成长型,CZX,BK,qdkf
2193,前端开发,广州,8k-16k,经验3-5年 / 本科,"移动互联网,硬件 / 成长型(A轮)",“极客团队、扁平化管理、发展快速、包午餐”,广州,8,16, 本科, 成长型(A轮), 成长型,CZX,BK,qdkf
2194,前端开发,杭州-西湖区,10k-20k,经验3-5年 / 本科,"移动互联网,金融 / 上市公司",“跟技术大牛一起工作 每年2次加薪 特色假期”,杭州,10,20, 本科, 上市公司, 上市公司,SHGS,BK,qdkf
2195,前端开发,上海-五角场,8k-15k,经验1-3年 / 大专,教育 / 成长型(B轮),“带薪休假加员工生日会加定期团队建设等福利”,上海,8,15, 大专, 成长型(B轮), 成长型,CZX,DZ,qdkf
2196,前端开发,杭州-古墩路,8k-16k,经验1-3年 / 不限,"移动互联网,O2O / 初创型(天使轮)",“五险一金、年奖期权、带薪年假、餐补团建”,杭州,8,16, 不限, 初创型(天使轮), 初创型,CCX,QT,qdkf
2197,前端开发,上海,12k-18k,经验1-3年 / 本科,"移动互联网,企业服务 / 成熟型(D轮及以上)",“三餐免费，不愁吃；妹子多，不愁没约会！”,上海,12,18, 本科, 成熟型(D轮及以上), 成熟型,CSX,BK,qdkf
2198,前端开发,北京,15k-24k,经验1-3年 / 本科,"移动互联网,电子商务 / 成长型(B轮)",“匹配的薪酬福利，团队氛围，个人发展！”,北京,15,24, 本科, 成长型(B轮), 成长型,CZX,BK,qdkf
2199,前端开发,武汉-西北湖,12k-20k,经验3-5年 / 本科,"移动互联网,数据服务 / 初创型(未融资)",“弹性工作、员工持股、过节福利、年终奖”,武汉,12,20, 本科, 初创型(未融资), 初创型,CCX,BK,qdkf
2200,前端开发,上海-五角场,8k-15k,经验3-5年 / 大专,教育 / 成长型(B轮),“带薪休假加员工生日会加定期团队建设等福利”,上海,8,15, 大专, 成长型(B轮), 成长型,CZX,DZ,qdkf
2201,前端开发,广州-员村,10k-20k,经验3-5年 / 本科,教育 / 初创型(不需要融资),“行业前景；期权激励；大牛带飞；文化氛围”,广州,10,20, 本科, 初创型(不需要融资), 初创型,CCX,BK,qdkf
2202,前端开发,昆明-盘龙区,5k-10k,经验1-3年 / 大专,移动互联网 / 初创型(未融资),“福利优厚、期权奖励、五险一金、工作餐”,昆明,5,10, 大专, 初创型(未融资), 初创型,CCX,DZ,qdkf
2203,前端开发,上海-松江区,15k-30k,经验3-5年 / 本科,"数据服务,硬件 / 成熟型(D轮及以上)","“年轻团队,宿舍,饭堂,挑战”",上海,15,30, 本科, 成熟型(D轮及以上), 成熟型,CSX,BK,qdkf
2204,前端开发,杭州-西湖区,15k-30k,经验3-5年 / 大专,"移动互联网,电子商务 / 上市公司",“五险一金 年终奖金 专业培训 绩效奖金”,杭州,15,30, 大专, 上市公司, 上市公司,SHGS,DZ,qdkf
2205,前端开发,苏州,8k-15k,经验3-5年 / 本科,其他 / 成长型(不需要融资),“五险一金 双休 产品福利 培训 旅游 绩效”,苏州,8,15, 本科, 成长型(不需要融资), 成长型,CZX,BK,qdkf
2206,前端开发,上海-龙华,10k-18k,经验1-3年 / 本科,医疗健康 / 初创型(未融资),“平安专业子公司，互联网+医疗方向，前景好”,上海,10,18, 本科, 初创型(未融资), 初创型,CCX,BK,qdkf
2207,前端开发,北京,20k-35k,经验3-5年 / 本科,"移动互联网,硬件 / 成长型(B轮)",“精英团队 极客文化”,北京,20,35, 本科, 成长型(B轮), 成长型,CZX,BK,qdkf
2208,前端开发,长沙-岳麓区,6k-12k,经验3-5年 / 大专,"电子商务,医疗健康 / 上市公司",“五险一金上市公司包食宿团队优秀平台宽广”,长沙,6,12, 大专, 上市公司, 上市公司,SHGS,DZ,qdkf
2209,前端开发,重庆-渝北区,8k-16k,经验3-5年 / 本科,"电子商务,生活服务 / 成熟型(C轮)",“六险一金 带薪年假 高速成长岗位职责”,重庆,8,16, 本科, 成熟型(C轮), 成熟型,CSX,BK,qdkf
2210,前端开发,成都-高新区,4k-5k,经验1-3年 / 大专,"O2O,旅游 / 初创型(不需要融资)",“比谁都多的旅行假期，红包，发展空间大”,成都,4,5, 大专, 初创型(不需要融资), 初创型,CCX,DZ,qdkf
2211,前端开发,杭州-仓前,15k-30k,经验3-5年 / 本科,"移动互联网,企业服务 / 上市公司",“上市公司，极牛汇集，持续的股权激励政策！”,杭州,15,30, 本科, 上市公司, 上市公司,SHGS,BK,qdkf
2212,前端开发,上海-世博园…,12k-18k,经验1-3年 / 本科,"移动互联网,企业服务 / 成熟型(D轮及以上)",“只要你是一颗金子，泛微就是你的舞台”,上海,12,18, 本科, 成熟型(D轮及以上), 成熟型,CSX,BK,qdkf
2213,前端开发,深圳-科技园,10k-18k,经验1-3年 / 本科,医疗健康 / 初创型(未融资),“平安专业子公司，互联网+医疗方向，前景好”,深圳,10,18, 本科, 初创型(未融资), 初创型,CCX,BK,qdkf
2214,前端开发,北京,10k-20k,经验1-3年 / 本科,"移动互联网,电子商务 / 成长型(B轮)",“匹配的薪酬福利，团队氛围，个人发展！”,北京,10,20, 本科, 成长型(B轮), 成长型,CZX,BK,qdkf
2215,前端开发,上海,15k-25k,经验3-5年 / 本科,移动互联网 / 成熟型(C轮),“创业公司过亿用户，关键是boss非常nice~！”,上海,15,25, 本科, 成熟型(C轮), 成熟型,CSX,BK,qdkf
2216,前端开发,杭州-仓前,10k-20k,经验1-3年 / 大专,"移动互联网,电子商务 / 初创型(天使轮)","“阿里牛人,股票期权”",杭州,10,20, 大专, 初创型(天使轮), 初创型,CCX,DZ,qdkf
2217,前端开发,广州,15k-25k,经验3-5年 / 本科,教育 / 初创型(不需要融资),“全栈式，强前端，最TOP的技术团队”,广州,15,25, 本科, 初创型(不需要融资), 初创型,CCX,BK,qdkf
2218,前端开发,东莞-东莞市…,7k-10k,经验3-5年 / 大专,"移动互联网,电子商务 / 初创型(天使轮)",“专业提升”,东莞,7,10, 大专, 初创型(天使轮), 初创型,CCX,DZ,qdkf
2219,前端开发,厦门-软件园,5k-10k,经验1-3年 / 本科,"O2O ,生活服务 / 成熟型(D轮及以上)",“和优秀的工程师一起工作，扁平化管理”,厦门,5,10, 本科, 成熟型(D轮及以上), 成熟型,CSX,BK,qdkf
2220,前端开发,武汉-鲁巷,8k-12k,经验1-3年 / 本科,数据服务 / 初创型(天使轮),“五险一金，弹性工作，餐补”,武汉,8,12, 本科, 初创型(天使轮), 初创型,CCX,BK,qdkf
2221,前端开发,佛山-陈村,13k-25k,经验1-3年 / 本科,硬件 / 上市公司,“移动全栈、带薪大假、旅游基金、购房折扣”,佛山,13,25, 本科, 上市公司, 上市公司,SHGS,BK,qdkf
2222,前端开发,广州-员村,8k-15k,经验1-3年 / 本科,移动互联网 / 上市公司,“股票期权，好的平台和发展空间”,广州,8,15, 本科, 上市公司, 上市公司,SHGS,BK,qdkf
